lake_id,lat,lon,year,froze,ice_on_date,ice_off_date,ice_on_doy,ice_off_doy
69084500,48.46700099829256,-92.98600845950664,1957,Y,NA,1958-04-17,NA,228
69084500,48.46700099829256,-92.98600845950664,1958,Y,NA,1959-04-30,NA,241
69084500,48.46700099829256,-92.98600845950664,1959,Y,NA,1960-05-10,NA,252
69084500,48.46700099829256,-92.98600845950664,1960,Y,NA,1961-05-06,NA,247
69084500,48.46700099829256,-92.98600845950664,1961,Y,NA,1962-05-04,NA,245
69084500,48.46700099829256,-92.98600845950664,1962,Y,NA,1963-04-28,NA,239
69084500,48.46700099829256,-92.98600845950664,1963,Y,NA,1964-05-03,NA,245
69084500,48.46700099829256,-92.98600845950664,1964,Y,NA,1965-05-05,NA,246
69084500,48.46700099829256,-92.98600845950664,1965,Y,NA,1966-05-14,NA,255
69084500,48.46700099829256,-92.98600845950664,1966,Y,NA,1967-04-25,NA,236
69084500,48.46700099829256,-92.98600845950664,1967,Y,NA,1968-04-29,NA,241
69084500,48.46700099829256,-92.98600845950664,1968,Y,NA,1969-04-25,NA,236
69084500,48.46700099829256,-92.98600845950664,1969,Y,NA,1970-05-06,NA,247
69084500,48.46700099829256,-92.98600845950664,1970,Y,NA,1971-05-11,NA,252
69084500,48.46700099829256,-92.98600845950664,1971,Y,NA,1972-05-11,NA,253
69084500,48.46700099829256,-92.98600845950664,1972,Y,NA,1973-04-21,NA,232
69084500,48.46700099829256,-92.98600845950664,1973,Y,NA,1974-05-09,NA,250
69084500,48.46700099829256,-92.98600845950664,1974,Y,NA,1975-05-08,NA,249
69084500,48.46700099829256,-92.98600845950664,1975,Y,NA,1976-04-18,NA,230
69084500,48.46700099829256,-92.98600845950664,1976,Y,NA,1977-05-01,NA,242
69084500,48.46700099829256,-92.98600845950664,1977,Y,1977-11-25,1978-05-08,85,249
69084500,48.46700099829256,-92.98600845950664,1978,Y,1978-11-21,1979-05-10,81,251
69084500,48.46700099829256,-92.98600845950664,1979,Y,1979-11-30,1980-04-28,90,240
69084500,48.46700099829256,-92.98600845950664,1980,Y,1980-11-29,1981-04-18,89,229
69084500,48.46700099829256,-92.98600845950664,1981,Y,1981-12-09,1982-05-06,99,247
69084500,48.46700099829256,-92.98600845950664,1982,Y,NA,1983-04-26,NA,237
69084500,48.46700099829256,-92.98600845950664,1983,Y,NA,1984-04-24,NA,236
69084500,48.46700099829256,-92.98600845950664,1984,Y,NA,1985-04-28,NA,239
69084500,48.46700099829256,-92.98600845950664,1985,Y,NA,1986-04-18,NA,229
69084500,48.46700099829256,-92.98600845950664,1986,Y,NA,1987-04-17,NA,228
69084500,48.46700099829256,-92.98600845950664,1987,Y,NA,1988-05-01,NA,243
69084500,48.46700099829256,-92.98600845950664,1988,Y,NA,1989-05-05,NA,246
69084500,48.46700099829256,-92.98600845950664,1989,Y,NA,1990-04-26,NA,237
69084500,48.46700099829256,-92.98600845950664,1990,Y,1990-11-30,1991-04-24,90,235
69084500,48.46700099829256,-92.98600845950664,1991,Y,1991-11-05,1992-05-06,65,248
69084500,48.46700099829256,-92.98600845950664,1992,Y,1992-11-27,1993-04-29,87,240
69084500,48.46700099829256,-92.98600845950664,1993,Y,1993-12-01,1994-04-25,91,236
69084500,48.46700099829256,-92.98600845950664,1994,Y,1994-12-07,1995-04-29,97,240
69084500,48.46700099829256,-92.98600845950664,1995,Y,1995-11-11,1996-05-18,71,260
69084500,48.46700099829256,-92.98600845950664,1996,Y,NA,1997-04-29,NA,240
69084500,48.46700099829256,-92.98600845950664,1997,Y,1997-11-21,1998-04-13,81,224
69084500,48.46700099829256,-92.98600845950664,1998,Y,1998-12-16,1999-04-25,106,236
69084500,48.46700099829256,-92.98600845950664,1999,Y,1999-12-14,2000-04-18,104,230
69084500,48.46700099829256,-92.98600845950664,2000,Y,2000-12-02,2001-05-01,92,242
69084500,48.46700099829256,-92.98600845950664,2001,Y,2001-12-14,2002-04-30,104,241
69084500,48.46700099829256,-92.98600845950664,2002,Y,2002-11-26,2003-05-01,86,242
69084500,48.46700099829256,-92.98600845950664,2003,Y,2003-11-24,2004-04-27,84,239
69084500,48.46700099829256,-92.98600845950664,2004,Y,2004-12-01,2005-04-20,91,231
69084500,48.46700099829256,-92.98600845950664,2005,Y,2005-11-23,2006-04-16,83,227
69084500,48.46700099829256,-92.98600845950664,2006,Y,2006-12-03,2007-04-30,93,241
69084500,48.46700099829256,-92.98600845950664,2007,Y,2007-11-27,2008-05-08,87,250
69084500,48.46700099829256,-92.98600845950664,2008,Y,2008-11-05,2009-04-29,65,240
69084500,48.46700099829256,-92.98600845950664,2009,Y,2009-12-04,2010-04-04,94,215
69084500,48.46700099829256,-92.98600845950664,2010,Y,2010-12-12,2011-04-30,102,241
69084500,48.46700099829256,-92.98600845950664,2011,Y,2011-12-15,2012-04-01,105,213
69084500,48.46700099829256,-92.98600845950664,2012,Y,2012-12-12,2013-05-15,102,256
69084500,48.46700099829256,-92.98600845950664,2013,Y,2013-11-29,2014-05-14,89,255
69084500,48.46700099829256,-92.98600845950664,2014,Y,2014-11-19,2015-04-17,79,228
69084500,48.46700099829256,-92.98600845950664,2015,Y,2015-12-18,2016-04-27,108,239
69084500,48.46700099829256,-92.98600845950664,2016,Y,2016-12-10,2017-04-15,100,226
69084500,48.46700099829256,-92.98600845950664,2017,Y,2017-11-27,2018-05-09,87,250
69084500,48.46700099829256,-92.98600845950664,2018,Y,NA,2019-04-30,NA,241
69084500,48.46700099829256,-92.98600845950664,2019,Y,NA,2020-05-01,NA,243
69084500,48.46700099829256,-92.98600845950664,2021,Y,NA,2022-05-13,NA,254
69084500,48.46700099829256,-92.98600845950664,2022,Y,NA,2023-05-11,NA,252
69084800,46.79131823117278,-92.90495196267703,2006,Y,2006-11-29,2007-04-21,89,232
69084800,46.79131823117278,-92.90495196267703,2007,Y,2007-11-29,2008-04-30,89,242
69084800,46.79131823117278,-92.90495196267703,2014,Y,NA,2015-04-12,NA,223
69084800,46.79131823117278,-92.90495196267703,2018,Y,2018-11-19,NA,79,NA
69085600,47.41818813961975,-92.8269362306895,2016,Y,NA,2017-04-08,NA,219
69086400,48.21340081495432,-92.9372344653449,2008,Y,NA,2009-04-25,NA,236
69086400,48.21340081495432,-92.9372344653449,2011,Y,NA,2012-03-26,NA,207
69086400,48.21340081495432,-92.9372344653449,2013,Y,NA,2014-05-09,NA,250
69086400,48.21340081495432,-92.9372344653449,2015,Y,NA,2016-04-19,NA,231
69086400,48.21340081495432,-92.9372344653449,2016,Y,NA,2017-04-13,NA,224
69086400,48.21340081495432,-92.9372344653449,2018,Y,NA,2019-04-26,NA,237
69086400,48.21340081495432,-92.9372344653449,2019,Y,NA,2020-04-28,NA,240
69088700,47.2387161437398,-93.01881867013046,2019,Y,2019-11-06,NA,66,NA
69088900,47.22675595895758,-93.030331498072,1990,Y,NA,1991-04-24,NA,235
69088900,47.22675595895758,-93.030331498072,1991,Y,NA,1992-05-01,NA,243
69088900,47.22675595895758,-93.030331498072,1992,Y,NA,1993-04-28,NA,239
69088900,47.22675595895758,-93.030331498072,1993,Y,NA,1994-04-23,NA,234
69088900,47.22675595895758,-93.030331498072,1994,Y,NA,1995-05-05,NA,246
69088900,47.22675595895758,-93.030331498072,1995,Y,NA,1996-05-08,NA,250
69088900,47.22675595895758,-93.030331498072,1996,Y,NA,1997-04-27,NA,238
69088900,47.22675595895758,-93.030331498072,1997,Y,NA,1998-04-13,NA,224
69088900,47.22675595895758,-93.030331498072,1998,Y,NA,1999-04-24,NA,235
69088900,47.22675595895758,-93.030331498072,1999,Y,NA,2000-04-05,NA,217
69088900,47.22675595895758,-93.030331498072,2000,Y,NA,2001-04-29,NA,240
69088900,47.22675595895758,-93.030331498072,2001,Y,NA,2002-04-24,NA,235
69088900,47.22675595895758,-93.030331498072,2002,Y,NA,2003-04-27,NA,238
69088900,47.22675595895758,-93.030331498072,2003,Y,NA,2004-04-26,NA,238
69088900,47.22675595895758,-93.030331498072,2004,Y,NA,2005-04-17,NA,228
69088900,47.22675595895758,-93.030331498072,2005,Y,NA,2006-04-16,NA,227
69088900,47.22675595895758,-93.030331498072,2006,Y,2006-11-19,2007-04-27,79,238
69088900,47.22675595895758,-93.030331498072,2007,Y,2007-11-23,2008-05-04,83,246
69088900,47.22675595895758,-93.030331498072,2008,Y,NA,2009-04-27,NA,238
69088900,47.22675595895758,-93.030331498072,2014,Y,2014-11-16,2015-04-12,76,223
69088900,47.22675595895758,-93.030331498072,2015,Y,2015-11-29,NA,89,NA
69088900,47.22675595895758,-93.030331498072,2018,Y,NA,2019-05-08,NA,249
69088900,47.22675595895758,-93.030331498072,2021,Y,NA,2022-05-07,NA,248
69089100,47.2172188436509,-93.02448826968049,2007,Y,NA,2008-04-29,NA,241
69089100,47.2172188436509,-93.02448826968049,2010,Y,NA,2011-04-22,NA,233
69089100,47.2172188436509,-93.02448826968049,2012,Y,2012-11-24,2013-05-11,84,252
69089100,47.2172188436509,-93.02448826968049,2013,Y,2013-11-19,2014-05-05,79,246
69089100,47.2172188436509,-93.02448826968049,2014,Y,2014-11-15,2015-04-12,75,223
69089100,47.2172188436509,-93.02448826968049,2015,Y,2015-11-28,NA,88,NA
69089500,47.28275870696152,-93.03762746875381,2003,Y,NA,2004-04-19,NA,231
69091200,47.59107795161064,-92.94389402673703,2021,Y,NA,2022-05-07,NA,248
69092900,47.703038572251124,-93.0552394682677,2014,Y,NA,2015-04-08,NA,219
69093200,47.673076440891286,-92.99154438051787,2006,Y,2006-11-20,2007-04-13,80,224
69093200,47.673076440891286,-92.99154438051787,2007,Y,2007-11-22,2008-05-03,82,245
69093200,47.673076440891286,-92.99154438051787,2014,Y,2014-11-14,2015-05-06,74,247
69093200,47.673076440891286,-92.99154438051787,2017,Y,NA,2018-05-03,NA,244
69093200,47.673076440891286,-92.99154438051787,2018,Y,2018-11-11,NA,71,NA
69093200,47.673076440891286,-92.99154438051787,2020,Y,NA,2021-04-06,NA,217
69093200,47.673076440891286,-92.99154438051787,2021,Y,NA,2022-05-07,NA,248
69093200,47.673076440891286,-92.99154438051787,2022,Y,2022-11-20,NA,80,NA
69093300,47.67268986341119,-93.02023700231541,2002,Y,2002-11-15,2003-04-25,75,236
69093300,47.67268986341119,-93.02023700231541,2004,Y,NA,2005-04-15,NA,226
69093300,47.67268986341119,-93.02023700231541,2005,Y,NA,2006-04-15,NA,226
69093300,47.67268986341119,-93.02023700231541,2006,Y,2006-11-18,2007-04-24,78,235
69093300,47.67268986341119,-93.02023700231541,2007,Y,2007-11-23,2008-04-27,83,239
69093300,47.67268986341119,-93.02023700231541,2008,Y,NA,2009-04-25,NA,236
69093300,47.67268986341119,-93.02023700231541,2010,Y,NA,2011-04-26,NA,237
69093300,47.67268986341119,-93.02023700231541,2011,Y,NA,2012-03-26,NA,207
69093300,47.67268986341119,-93.02023700231541,2012,Y,NA,2013-05-14,NA,255
69093300,47.67268986341119,-93.02023700231541,2013,Y,NA,2014-05-08,NA,249
69093300,47.67268986341119,-93.02023700231541,2014,Y,NA,2015-04-15,NA,226
69093300,47.67268986341119,-93.02023700231541,2015,Y,NA,2016-04-19,NA,231
69093300,47.67268986341119,-93.02023700231541,2017,Y,NA,2018-05-03,NA,244
69093300,47.67268986341119,-93.02023700231541,2018,Y,NA,2019-04-27,NA,238
69093300,47.67268986341119,-93.02023700231541,2019,Y,NA,2020-04-26,NA,238
69093300,47.67268986341119,-93.02023700231541,2020,Y,NA,2021-04-06,NA,217
69093300,47.67268986341119,-93.02023700231541,2021,Y,2021-11-25,2022-05-08,85,249
69093300,47.67268986341119,-93.02023700231541,2022,Y,NA,2023-05-06,NA,247
69093400,47.68654761742483,-93.0248126401291,1982,Y,NA,1983-04-23,NA,234
69093400,47.68654761742483,-93.0248126401291,1983,Y,NA,1984-04-18,NA,230
69093400,47.68654761742483,-93.0248126401291,1985,Y,NA,1986-04-13,NA,224
69093400,47.68654761742483,-93.0248126401291,1986,Y,NA,1987-04-09,NA,220
69093400,47.68654761742483,-93.0248126401291,1987,Y,NA,1988-04-23,NA,235
69093400,47.68654761742483,-93.0248126401291,1993,Y,NA,1994-04-19,NA,230
69093400,47.68654761742483,-93.0248126401291,1999,Y,NA,2000-03-31,NA,212
69093400,47.68654761742483,-93.0248126401291,2000,Y,NA,2001-04-28,NA,239
69093400,47.68654761742483,-93.0248126401291,2001,Y,NA,2002-04-18,NA,229
69093400,47.68654761742483,-93.0248126401291,2002,Y,NA,2003-04-16,NA,227
69093400,47.68654761742483,-93.0248126401291,2003,Y,NA,2004-04-19,NA,231
69093400,47.68654761742483,-93.0248126401291,2004,Y,NA,2005-04-12,NA,223
69093400,47.68654761742483,-93.0248126401291,2005,Y,2005-11-11,2006-04-12,71,223
69093400,47.68654761742483,-93.0248126401291,2007,Y,2007-11-27,2008-05-01,87,243
69093400,47.68654761742483,-93.0248126401291,2020,Y,NA,2021-04-08,NA,219
69093900,47.67892726405046,-93.05177830990368,1998,Y,NA,1999-04-23,NA,234
69093900,47.67892726405046,-93.05177830990368,1999,Y,NA,2000-04-13,NA,225
69093900,47.67892726405046,-93.05177830990368,2000,Y,NA,2001-04-29,NA,240
69093900,47.67892726405046,-93.05177830990368,2001,Y,NA,2002-04-22,NA,233
69093900,47.67892726405046,-93.05177830990368,2002,Y,NA,2003-04-27,NA,238
69093900,47.67892726405046,-93.05177830990368,2003,Y,NA,2004-04-26,NA,238
69093900,47.67892726405046,-93.05177830990368,2004,Y,NA,2005-04-16,NA,227
69093900,47.67892726405046,-93.05177830990368,2005,Y,NA,2006-04-16,NA,227
69093900,47.67892726405046,-93.05177830990368,2006,Y,NA,2007-04-26,NA,237
69093900,47.67892726405046,-93.05177830990368,2007,Y,NA,2008-05-07,NA,249
69093900,47.67892726405046,-93.05177830990368,2008,Y,NA,2009-04-29,NA,240
69093900,47.67892726405046,-93.05177830990368,2009,Y,NA,2010-04-03,NA,214
69093900,47.67892726405046,-93.05177830990368,2010,Y,NA,2011-05-01,NA,242
69093900,47.67892726405046,-93.05177830990368,2012,Y,NA,2013-05-16,NA,257
69093901,47.68104270039218,-93.04948653759413,1982,Y,NA,1983-04-25,NA,236
69093901,47.68104270039218,-93.04948653759413,1983,Y,NA,1984-04-24,NA,236
69093901,47.68104270039218,-93.04948653759413,1984,Y,NA,1985-04-23,NA,234
69093901,47.68104270039218,-93.04948653759413,1985,Y,NA,1986-04-16,NA,227
69093901,47.68104270039218,-93.04948653759413,1986,Y,NA,1987-04-12,NA,223
69093901,47.68104270039218,-93.04948653759413,1987,Y,NA,1988-04-26,NA,238
69093901,47.68104270039218,-93.04948653759413,1988,Y,NA,1989-05-04,NA,245
69093901,47.68104270039218,-93.04948653759413,1989,Y,NA,1990-04-26,NA,237
69093901,47.68104270039218,-93.04948653759413,1990,Y,NA,1991-04-21,NA,232
69093901,47.68104270039218,-93.04948653759413,1991,Y,NA,1992-04-30,NA,242
69093901,47.68104270039218,-93.04948653759413,1992,Y,NA,1993-04-25,NA,236
69093901,47.68104270039218,-93.04948653759413,1993,Y,NA,1994-04-24,NA,235
69093901,47.68104270039218,-93.04948653759413,1994,Y,NA,1995-04-30,NA,241
69093901,47.68104270039218,-93.04948653759413,1995,Y,NA,1996-05-13,NA,255
69093901,47.68104270039218,-93.04948653759413,1996,Y,NA,1997-04-26,NA,237
69093901,47.68104270039218,-93.04948653759413,1997,Y,NA,1998-04-12,NA,223
69093901,47.68104270039218,-93.04948653759413,1998,Y,NA,1999-04-20,NA,231
69093901,47.68104270039218,-93.04948653759413,1999,Y,NA,2000-04-03,NA,215
69093901,47.68104270039218,-93.04948653759413,2000,Y,NA,2001-04-29,NA,240
69093901,47.68104270039218,-93.04948653759413,2001,Y,NA,2002-04-24,NA,235
69093901,47.68104270039218,-93.04948653759413,2002,Y,NA,2003-04-27,NA,238
69093901,47.68104270039218,-93.04948653759413,2003,Y,NA,2004-04-24,NA,236
69093901,47.68104270039218,-93.04948653759413,2004,Y,NA,2005-04-15,NA,226
69093901,47.68104270039218,-93.04948653759413,2005,Y,2005-11-25,2006-04-15,85,226
69093901,47.68104270039218,-93.04948653759413,2006,Y,2006-12-01,NA,91,NA
69093901,47.68104270039218,-93.04948653759413,2007,Y,2007-11-23,2008-05-07,83,249
69093901,47.68104270039218,-93.04948653759413,2011,Y,NA,2012-03-27,NA,208
69093901,47.68104270039218,-93.04948653759413,2013,Y,NA,2014-05-09,NA,250
69093901,47.68104270039218,-93.04948653759413,2014,Y,NA,2015-04-18,NA,229
69093901,47.68104270039218,-93.04948653759413,2015,Y,NA,2016-04-21,NA,233
69093901,47.68104270039218,-93.04948653759413,2016,Y,NA,2017-04-10,NA,221
69093901,47.68104270039218,-93.04948653759413,2017,Y,NA,2018-05-08,NA,249
69093901,47.68104270039218,-93.04948653759413,2018,Y,NA,2019-05-03,NA,244
69093901,47.68104270039218,-93.04948653759413,2019,Y,NA,2020-04-27,NA,239
69093901,47.68104270039218,-93.04948653759413,2020,Y,NA,2021-04-10,NA,221
69093901,47.68104270039218,-93.04948653759413,2021,Y,NA,2022-05-09,NA,250
69093901,47.68104270039218,-93.04948653759413,2022,Y,NA,2023-05-10,NA,251
69093903,47.6639945105526,-93.07239694106369,1982,Y,NA,1983-04-25,NA,236
69093903,47.6639945105526,-93.07239694106369,1983,Y,NA,1984-04-20,NA,232
69093903,47.6639945105526,-93.07239694106369,1984,Y,NA,1985-04-20,NA,231
69093903,47.6639945105526,-93.07239694106369,1985,Y,NA,1986-04-13,NA,224
69093903,47.6639945105526,-93.07239694106369,1986,Y,NA,1987-04-09,NA,220
69093903,47.6639945105526,-93.07239694106369,1987,Y,NA,1988-04-22,NA,234
69093903,47.6639945105526,-93.07239694106369,1988,Y,NA,1989-04-28,NA,239
69093903,47.6639945105526,-93.07239694106369,1989,Y,NA,1990-04-23,NA,234
69093903,47.6639945105526,-93.07239694106369,1990,Y,NA,1991-04-13,NA,224
69093903,47.6639945105526,-93.07239694106369,1991,Y,NA,1992-04-27,NA,239
69093903,47.6639945105526,-93.07239694106369,1992,Y,NA,1993-04-21,NA,232
69093903,47.6639945105526,-93.07239694106369,1993,Y,NA,1994-04-18,NA,229
69093903,47.6639945105526,-93.07239694106369,1994,Y,NA,1995-04-22,NA,233
69093903,47.6639945105526,-93.07239694106369,1995,Y,NA,1996-05-06,NA,248
69093903,47.6639945105526,-93.07239694106369,1996,Y,NA,1997-04-25,NA,236
69093903,47.6639945105526,-93.07239694106369,1997,Y,NA,1998-04-11,NA,222
69093903,47.6639945105526,-93.07239694106369,1998,Y,NA,1999-04-17,NA,228
69093903,47.6639945105526,-93.07239694106369,1999,Y,NA,2000-03-31,NA,212
69093903,47.6639945105526,-93.07239694106369,2000,Y,NA,2001-04-29,NA,240
69093903,47.6639945105526,-93.07239694106369,2001,Y,NA,2002-04-18,NA,229
69093903,47.6639945105526,-93.07239694106369,2002,Y,NA,2003-04-24,NA,235
69093903,47.6639945105526,-93.07239694106369,2003,Y,NA,2004-04-20,NA,232
69093903,47.6639945105526,-93.07239694106369,2004,Y,NA,2005-04-13,NA,224
69093903,47.6639945105526,-93.07239694106369,2005,Y,NA,2006-04-14,NA,225
69096500,46.8375345505642,-92.08903300692327,2005,Y,NA,2006-04-15,NA,226
69096500,46.8375345505642,-92.08903300692327,2006,Y,2006-12-16,2007-04-23,106,234
69096500,46.8375345505642,-92.08903300692327,2007,Y,2007-11-25,2008-04-23,85,235
69096500,46.8375345505642,-92.08903300692327,2008,Y,2008-11-13,NA,73,NA
69129000,47.65820475933685,-93.05293401030401,1982,Y,NA,1983-04-23,NA,234
69129000,47.65820475933685,-93.05293401030401,1983,Y,NA,1984-04-19,NA,231
69129000,47.65820475933685,-93.05293401030401,1984,Y,NA,1985-04-20,NA,231
69129000,47.65820475933685,-93.05293401030401,1985,Y,NA,1986-04-13,NA,224
69129000,47.65820475933685,-93.05293401030401,1986,Y,NA,1987-04-08,NA,219
69129000,47.65820475933685,-93.05293401030401,1987,Y,NA,1988-04-20,NA,232
69129000,47.65820475933685,-93.05293401030401,1988,Y,NA,1989-04-27,NA,238
69129000,47.65820475933685,-93.05293401030401,1989,Y,NA,1990-04-23,NA,234
69129000,47.65820475933685,-93.05293401030401,1990,Y,NA,1991-04-11,NA,222
69129000,47.65820475933685,-93.05293401030401,1991,Y,NA,1992-04-21,NA,233
69129000,47.65820475933685,-93.05293401030401,1992,Y,NA,1993-04-21,NA,232
69129000,47.65820475933685,-93.05293401030401,1993,Y,NA,1994-04-18,NA,229
69129000,47.65820475933685,-93.05293401030401,1994,Y,NA,1995-04-21,NA,232
69129000,47.65820475933685,-93.05293401030401,1995,Y,NA,1996-05-05,NA,247
69129000,47.65820475933685,-93.05293401030401,1996,Y,NA,1997-04-24,NA,235
69129000,47.65820475933685,-93.05293401030401,1997,Y,NA,1998-04-11,NA,222
69129000,47.65820475933685,-93.05293401030401,1998,Y,NA,1999-04-17,NA,228
69129000,47.65820475933685,-93.05293401030401,1999,Y,NA,2000-03-30,NA,211
69129000,47.65820475933685,-93.05293401030401,2000,Y,NA,2001-04-28,NA,239
69129000,47.65820475933685,-93.05293401030401,2001,Y,NA,2002-04-17,NA,228
69129000,47.65820475933685,-93.05293401030401,2002,Y,NA,2003-04-24,NA,235
69129000,47.65820475933685,-93.05293401030401,2003,Y,NA,2004-04-19,NA,231
69129000,47.65820475933685,-93.05293401030401,2004,Y,NA,2005-04-13,NA,224
69129000,47.65820475933685,-93.05293401030401,2005,Y,NA,2006-04-13,NA,224
69129000,47.65820475933685,-93.05293401030401,2018,Y,NA,2019-04-25,NA,236
69129000,47.65820475933685,-93.05293401030401,2020,Y,NA,2021-04-06,NA,217
69129000,47.65820475933685,-93.05293401030401,2021,Y,NA,2022-05-07,NA,248
69129300,47.91005825487837,-91.85375552325394,2018,Y,NA,2019-04-30,NA,241
69129300,47.91005825487837,-91.85375552325394,2021,Y,NA,2022-05-08,NA,249
69129400,47.53813470000269,-92.35620882198378,1990,Y,NA,1991-04-25,NA,236
69129400,47.53813470000269,-92.35620882198378,1991,Y,1991-11-27,1992-05-03,87,245
69129400,47.53813470000269,-92.35620882198378,1992,Y,1992-12-08,1993-04-26,98,237
69129400,47.53813470000269,-92.35620882198378,1993,Y,1993-11-30,1994-04-23,90,234
69129400,47.53813470000269,-92.35620882198378,1994,Y,1994-12-12,1995-05-03,102,244
69129400,47.53813470000269,-92.35620882198378,1995,Y,1995-11-27,1996-05-11,87,253
69129400,47.53813470000269,-92.35620882198378,1996,Y,1996-11-26,1997-04-28,86,239
69129400,47.53813470000269,-92.35620882198378,1997,Y,1997-12-12,1998-04-13,102,224
69129400,47.53813470000269,-92.35620882198378,1998,Y,1998-12-22,1999-04-25,112,236
69129400,47.53813470000269,-92.35620882198378,1999,Y,1999-12-20,2000-04-15,110,227
69129400,47.53813470000269,-92.35620882198378,2000,Y,2000-12-08,2001-04-29,98,240
69129400,47.53813470000269,-92.35620882198378,2001,Y,2001-12-28,2002-04-25,118,236
69129400,47.53813470000269,-92.35620882198378,2002,Y,2002-12-05,2003-04-27,95,238
69129400,47.53813470000269,-92.35620882198378,2004,Y,NA,2005-04-16,NA,227
69129400,47.53813470000269,-92.35620882198378,2005,Y,2005-12-04,2006-04-14,94,225
69129400,47.53813470000269,-92.35620882198378,2006,Y,2006-12-04,2007-04-25,94,236
69129400,47.53813470000269,-92.35620882198378,2007,Y,2007-12-04,2008-05-07,94,249
69129400,47.53813470000269,-92.35620882198378,2008,Y,2008-12-02,NA,92,NA
69129500,47.4856312970405,-92.78631366126808,1989,Y,1989-12-04,1990-04-27,94,238
69129500,47.4856312970405,-92.78631366126808,1990,Y,1990-12-18,1991-04-25,108,236
69129500,47.4856312970405,-92.78631366126808,1991,Y,1991-11-30,1992-05-03,90,245
69129500,47.4856312970405,-92.78631366126808,1992,Y,1992-12-08,1993-04-27,98,238
69129500,47.4856312970405,-92.78631366126808,1993,Y,1993-12-03,1994-04-19,93,230
69129500,47.4856312970405,-92.78631366126808,1994,Y,1994-12-22,1995-05-03,112,244
69129500,47.4856312970405,-92.78631366126808,1995,Y,1995-11-29,1996-05-11,89,253
69129500,47.4856312970405,-92.78631366126808,1996,Y,1996-11-26,1997-04-29,86,240
69129500,47.4856312970405,-92.78631366126808,1997,Y,1997-12-28,1998-04-13,118,224
69129500,47.4856312970405,-92.78631366126808,1998,Y,1998-12-26,1999-04-25,116,236
69129500,47.4856312970405,-92.78631366126808,1999,Y,1999-12-22,2000-04-04,112,216
69129500,47.4856312970405,-92.78631366126808,2000,Y,2000-12-11,2001-04-29,101,240
69129500,47.4856312970405,-92.78631366126808,2001,Y,2001-12-28,2002-04-26,118,237
69129500,47.4856312970405,-92.78631366126808,2002,Y,2002-12-03,2003-04-27,93,238
69129500,47.4856312970405,-92.78631366126808,2004,Y,NA,2005-04-16,NA,227
69129500,47.4856312970405,-92.78631366126808,2005,Y,2005-12-10,2006-04-14,100,225
69129500,47.4856312970405,-92.78631366126808,2006,Y,2006-12-24,2007-04-26,114,237
69129500,47.4856312970405,-92.78631366126808,2007,Y,2007-12-07,2008-05-08,97,250
69129500,47.4856312970405,-92.78631366126808,2008,Y,2008-12-11,NA,101,NA
69130600,47.48008012049991,-92.4600085143429,2002,Y,2002-12-03,2003-04-27,93,238
69131200,47.79478854836223,-92.06379906052108,2015,Y,NA,2016-04-21,NA,233
69131800,47.796278063354016,-92.07661330401201,2012,Y,NA,2013-05-10,NA,251
69131800,47.796278063354016,-92.07661330401201,2015,Y,NA,2016-04-19,NA,231
69131800,47.796278063354016,-92.07661330401201,2016,Y,NA,2017-04-11,NA,222
69131800,47.796278063354016,-92.07661330401201,2019,Y,NA,2020-04-28,NA,240
69131800,47.796278063354016,-92.07661330401201,2021,Y,NA,2022-05-09,NA,250
70000900,44.70425694871675,-93.32129622291802,2002,Y,NA,2003-04-02,NA,213
70000900,44.70425694871675,-93.32129622291802,2003,Y,NA,2004-04-05,NA,217
70000900,44.70425694871675,-93.32129622291802,2005,Y,NA,2006-04-06,NA,217
70000900,44.70425694871675,-93.32129622291802,2014,Y,2014-11-14,2015-03-22,74,202
70000900,44.70425694871675,-93.32129622291802,2021,Y,NA,2022-04-09,NA,220
70001800,44.72722523185829,-93.39069061431317,2008,Y,2008-11-27,2009-04-01,87,212
70001800,44.72722523185829,-93.39069061431317,2009,Y,2009-12-05,2010-03-30,95,210
70001800,44.72722523185829,-93.39069061431317,2010,Y,2010-11-23,NA,83,NA
70001800,44.72722523185829,-93.39069061431317,2011,Y,2011-12-02,2012-03-17,92,198
70001800,44.72722523185829,-93.39069061431317,2013,Y,2013-11-26,NA,86,NA
70001900,44.72769065190516,-93.34024783161078,2004,Y,2004-11-27,2005-04-04,87,215
70001900,44.72769065190516,-93.34024783161078,2006,Y,2006-11-29,2007-03-31,89,211
70001900,44.72769065190516,-93.34024783161078,2007,Y,2007-11-23,NA,83,NA
70002100,44.70961138486648,-93.39979216082223,2009,Y,2009-11-30,2010-03-27,90,207
70002100,44.70961138486648,-93.39979216082223,2010,Y,NA,2011-04-08,NA,219
70002100,44.70961138486648,-93.39979216082223,2012,Y,NA,2013-04-26,NA,237
70002100,44.70961138486648,-93.39979216082223,2013,Y,2013-11-23,2014-04-11,83,222
70002200,44.69273556503122,-93.39119483458674,2012,Y,NA,2013-04-26,NA,237
70002200,44.69273556503122,-93.39119483458674,2013,Y,NA,2014-04-12,NA,223
70002200,44.69273556503122,-93.39119483458674,2014,Y,NA,2015-03-25,NA,205
70002200,44.69273556503122,-93.39119483458674,2015,Y,NA,2016-03-14,NA,195
70002200,44.69273556503122,-93.39119483458674,2016,Y,NA,2017-03-27,NA,207
70002200,44.69273556503122,-93.39119483458674,2017,Y,NA,2018-04-29,NA,240
